,Year,Date,Experiment,Plot,Subplot,Strip,TreatmentCode,BigBioNumSp,FertTrt,Species,Mass.g.m.2.
626,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Eragrostis spectabilis,0.32
627,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Lathyrus venosus,4.64
628,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Lithospermum caroliniense,20.04
629,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Miscellaneous litter,71.84
630,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Monarda fistulosa,5.8
631,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Panicum perlongum,0.03
632,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Poa pratensis,1.86
633,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Rudbeckia serotina,1.12
634,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Rumex acetosella,3.04
635,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Solidago gigantea,4.42
636,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Solidago rigida,4.72
637,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Sorghastrum nutans,17.32
638,2019,8/22/19,E245,23,East,NA,AllPesticides,NA,n,Viola pedatifida,0.12
639,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Anemone cylindrica,0.92
640,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Aristida basiramea,0.07
641,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Aster azureus,12.44
642,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Aster ericoides,10.14
643,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Carex sp.,24.76
644,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Koeleria cristata,0.86
645,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Lathyrus venosus,10.22
646,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Lespedeza capitata,0.01
647,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Lithospermum caroliniense,0.44
648,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Miscellaneous litter,115.54
649,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Monarda fistulosa,11.7
650,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Panicum oligosanthes,0.84
651,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Panicum perlongum,0.01
652,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Poa pratensis,6.52
653,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Rudbeckia serotina,10.16
654,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Rumex acetosella,3.28
655,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Solidago nemoralis,0.16
656,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Sorghastrum nutans,12.88
657,2019,8/22/19,E245,23,West,NA,AllPesticides,NA,y,Viola pedatifida,0.14
658,2019,8/22/19,E245,24,East,NA,Control,NA,n,Agrostis scabra,0.7
659,2019,8/22/19,E245,24,East,NA,Control,NA,n,Ambrosia coronopifolia,6.7
660,2019,8/22/19,E245,24,East,NA,Control,NA,n,Anemone cylindrica,4.18
661,2019,8/22/19,E245,24,East,NA,Control,NA,n,Aristida basiramea,0.09
662,2019,8/22/19,E245,24,East,NA,Control,NA,n,Aster azureus,81.58
663,2019,8/22/19,E245,24,East,NA,Control,NA,n,Carex sp.,2.98
664,2019,8/22/19,E245,24,East,NA,Control,NA,n,Cyperus sp.,0.29
665,2019,8/22/19,E245,24,East,NA,Control,NA,n,Koeleria cristata,2.68
666,2019,8/22/19,E245,24,East,NA,Control,NA,n,Lespedeza capitata,0.05
667,2019,8/22/19,E245,24,East,NA,Control,NA,n,Lithospermum canescens,3.88
668,2019,8/22/19,E245,24,East,NA,Control,NA,n,Miscellaneous litter,79.12
669,2019,8/22/19,E245,24,East,NA,Control,NA,n,Panicum oligosanthes,0.15
670,2019,8/22/19,E245,24,East,NA,Control,NA,n,Poa pratensis,3.92
671,2019,8/22/19,E245,24,East,NA,Control,NA,n,Polygala polygama,0.13
672,2019,8/22/19,E245,24,East,NA,Control,NA,n,Rudbeckia serotina,0.5
673,2019,8/22/19,E245,24,East,NA,Control,NA,n,Rumex acetosella,0.9
674,2019,8/22/19,E245,24,East,NA,Control,NA,n,Solidago nemoralis,5.54
675,2019,8/22/19,E245,24,East,NA,Control,NA,n,Sorghastrum nutans,6.3
676,2019,8/22/19,E245,24,East,NA,Control,NA,n,Viola pedatifida,0.62
677,2019,8/22/19,E245,24,West,NA,Control,NA,y,Agrostis scabra,1.14
678,2019,8/22/19,E245,24,West,NA,Control,NA,y,Ambrosia coronopifolia,0.24
679,2019,8/22/19,E245,24,West,NA,Control,NA,y,Anemone cylindrica,6.82
680,2019,8/22/19,E245,24,West,NA,Control,NA,y,Aristida basiramea,0.24
681,2019,8/22/19,E245,24,West,NA,Control,NA,y,Bromus inermis,4.74
682,2019,8/22/19,E245,24,West,NA,Control,NA,y,Carex sp.,7.4
683,2019,8/22/19,E245,24,West,NA,Control,NA,y,Koeleria cristata,1.86
684,2019,8/22/19,E245,24,West,NA,Control,NA,y,Lespedeza capitata,0.18
685,2019,8/22/19,E245,24,West,NA,Control,NA,y,Lithospermum caroliniense,3.42
686,2019,8/22/19,E245,24,West,NA,Control,NA,y,Miscellaneous litter,107.48
687,2019,8/22/19,E245,24,West,NA,Control,NA,y,Monarda fistulosa,2.02
688,2019,8/22/19,E245,24,West,NA,Control,NA,y,Panicum oligosanthes,2.22
689,2019,8/22/19,E245,24,West,NA,Control,NA,y,Poa pratensis,8.7
690,2019,8/22/19,E245,24,West,NA,Control,NA,y,Rudbeckia serotina,0.46
691,2019,8/22/19,E245,24,West,NA,Control,NA,y,Rumex acetosella,12.56
692,2019,8/22/19,E245,24,West,NA,Control,NA,y,Solidago nemoralis,8.64
693,2019,8/22/19,E245,24,West,NA,Control,NA,y,Solidago rigida,47.12
694,2019,8/22/19,E245,24,West,NA,Control,NA,y,Sorghastrum nutans,3.38
695,2019,8/22/19,E245,24,West,NA,Control,NA,y,Viola pedatifida,1.4
696,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Ambrosia coronopifolia,0.8
697,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Campanula rotundifolia,0.04
698,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Carex sp.,1.62
699,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Cyperus sp.,0.03
700,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Koeleria cristata,3.06
701,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Lespedeza capitata,6.22
702,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Miscellaneous litter,56.8
703,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Panicum perlongum,2.62
704,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Poa pratensis,3.14
705,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Rosa arkansana,2.28
706,2019,8/22/19,E245,25,East,NA,Fenced,NA,n,Sorghastrum nutans,23
707,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Ambrosia artemisiifolia elatior,16.32
708,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Cyperus sp.,4.34
709,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Koeleria cristata,5.64
710,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Lespedeza capitata,0.21
711,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Lithospermum caroliniense,7.54
712,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Miscellaneous litter,19.14
713,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Panicum perlongum,6.02
714,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Poa pratensis,7.8
715,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Rosa arkansana,4.1
716,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Solidago nemoralis,15.46
717,2019,8/22/19,E245,25,West,NA,Fenced,NA,y,Sorghastrum nutans,44.72
718,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Ambrosia coronopifolia,1.98
719,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Carex sp.,4.38
720,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Cyperus sp.,0.8
721,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Koeleria cristata,4.18
722,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Lespedeza capitata,15.62
723,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Miscellaneous litter,80.76
724,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Panicum perlongum,1.84
725,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Poa pratensis,6.88
726,2019,8/22/19,E245,26,East,NA,FoliarFungicide,NA,n,Sorghastrum nutans,34.74
727,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Ambrosia coronopifolia,9.66
728,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Carex sp.,10.6
729,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Cyperus sp.,5.28
730,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Erigeron canadensis,0.02
731,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Hieracium longipilum,0.22
732,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Koeleria cristata,4.32
733,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Lespedeza capitata,13.76
734,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Miscellaneous litter,76.98
735,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Panicum perlongum,1.78
736,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Poa pratensis,13
737,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Sorghastrum nutans,32.92
738,2019,8/22/19,E245,26,West,NA,FoliarFungicide,NA,y,Viola pedatifida,0.46
739,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Carex sp.,1.78
740,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Cyperus sp.,0.38
741,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Koeleria cristata,4.2
742,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Miscellaneous litter,26.68
743,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Panicum perlongum,3.02
744,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Poa pratensis,6.06
745,2019,8/22/19,E245,27,East,NA,SoilDrenchFungicide,NA,n,Sorghastrum nutans,9.04
746,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Carex sp.,24.12
747,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Cyperus sp.,2.1
748,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Koeleria cristata,6.74
749,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Lespedeza capitata,9.14
750,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Miscellaneous litter,36.52
751,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Panicum oligosanthes,0.08
752,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Panicum perlongum,2.34
753,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Poa pratensis,16.92
754,2019,8/22/19,E245,27,West,NA,SoilDrenchFungicide,NA,y,Sorghastrum nutans,26.38
755,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Ambrosia coronopifolia,0.5
756,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Campanula rotundifolia,0.09
757,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Carex sp.,1.62
758,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Cyperus sp.,0.17
759,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Helianthemum bicknellii,11.16
760,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Koeleria cristata,5.66
761,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Lespedeza capitata,0.94
762,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Lithospermum caroliniense,7.42
763,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Miscellaneous litter,84.68
764,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Panicum oligosanthes,1.38
765,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Panicum perlongum,1.22
766,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Poa pratensis,2.24
767,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Rosa arkansana,1.3
768,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Solidago nemoralis,37.22
769,2019,8/22/19,E245,28,East,NA,AllPesticides,NA,n,Sorghastrum nutans,9.62
770,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Ambrosia artemisiifolia elatior,1.64
771,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Carex sp.,5.36
772,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Helianthemum bicknellii,1.4
773,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Hieracium longipilum,0.36
774,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Koeleria cristata,9.24
775,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Lespedeza capitata,1.2
776,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Miscellaneous litter,92.84
777,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Panicum perlongum,0.02
778,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Poa pratensis,4.48
779,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Solidago gigantea,61.9
780,2019,8/22/19,E245,28,West,NA,AllPesticides,NA,y,Sorghastrum nutans,33
781,2019,8/22/19,E245,29,East,NA,Control,NA,n,Ambrosia coronopifolia,2.96
782,2019,8/22/19,E245,29,East,NA,Control,NA,n,Carex sp.,3.44
783,2019,8/22/19,E245,29,East,NA,Control,NA,n,Koeleria cristata,3.02
784,2019,8/22/19,E245,29,East,NA,Control,NA,n,Lespedeza capitata,0.03
785,2019,8/22/19,E245,29,East,NA,Control,NA,n,Lithospermum caroliniense,4.8
786,2019,8/22/19,E245,29,East,NA,Control,NA,n,Miscellaneous litter,37.76
787,2019,8/22/19,E245,29,East,NA,Control,NA,n,Panicum perlongum,8.9
788,2019,8/22/19,E245,29,East,NA,Control,NA,n,Poa pratensis,1.32
789,2019,8/22/19,E245,29,East,NA,Control,NA,n,Polygala polygama,0.19
790,2019,8/22/19,E245,29,East,NA,Control,NA,n,Solidago gigantea,0.35
791,2019,8/22/19,E245,29,East,NA,Control,NA,n,Solidago nemoralis,21.32
792,2019,8/22/19,E245,29,East,NA,Control,NA,n,Sorghastrum nutans,17.24
793,2019,8/22/19,E245,29,East,NA,Control,NA,n,Viola pedatifida,0.56
794,2019,8/22/19,E245,29,West,NA,Control,NA,y,Ambrosia coronopifolia,12.06
795,2019,8/22/19,E245,29,West,NA,Control,NA,y,Anemone cylindrica,1.3
796,2019,8/22/19,E245,29,West,NA,Control,NA,y,Carex sp.,6.66
797,2019,8/22/19,E245,29,West,NA,Control,NA,y,Cyperus sp.,1.64
798,2019,8/22/19,E245,29,West,NA,Control,NA,y,Erigeron strigosus,9.96
799,2019,8/22/19,E245,29,West,NA,Control,NA,y,Koeleria cristata,3.24
800,2019,8/22/19,E245,29,West,NA,Control,NA,y,Lespedeza capitata,11.74
801,2019,8/22/19,E245,29,West,NA,Control,NA,y,Lithospermum caroliniense,0.38
802,2019,8/22/19,E245,29,West,NA,Control,NA,y,Miscellaneous litter,46.2
803,2019,8/22/19,E245,29,West,NA,Control,NA,y,Panicum oligosanthes,0.12
804,2019,8/22/19,E245,29,West,NA,Control,NA,y,Panicum perlongum,4.72
805,2019,8/22/19,E245,29,West,NA,Control,NA,y,Poa pratensis,4.92
806,2019,8/22/19,E245,29,West,NA,Control,NA,y,Solidago nemoralis,11.78
807,2019,8/22/19,E245,29,West,NA,Control,NA,y,Sorghastrum nutans,30.56
808,2019,8/22/19,E245,29,West,NA,Control,NA,y,Tradescantia occidentalis,0.21
809,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Ambrosia coronopifolia,0.04
810,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Carex sp.,1.74
811,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Cyperus sp.,0.22
812,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Koeleria cristata,1.42
813,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Lespedeza capitata,0.28
814,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Lithospermum canescens,4.88
815,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Miscellaneous litter,23.3
816,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Panicum perlongum,1.06
817,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Poa pratensis,0.56
818,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Rosa arkansana,0.46
819,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Solidago nemoralis,7.56
820,2019,8/22/19,E245,30,East,NA,Insecticide,NA,n,Sorghastrum nutans,22.14
821,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Ambrosia coronopifolia,25.56
822,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Carex sp.,14.22
823,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Cyperus sp.,3.26
824,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Koeleria cristata,11.16
825,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Lespedeza capitata,44.4
826,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Miscellaneous litter,48.46
827,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Panicum perlongum,6.48
828,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Poa pratensis,2.46
829,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Rosa arkansana,6.58
830,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Solidago nemoralis,17.54
831,2019,8/22/19,E245,30,West,NA,Insecticide,NA,y,Sorghastrum nutans,44.84
832,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Agrostis scabra,0.14
833,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Ambrosia coronopifolia,0.12
834,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Anemone cylindrica,0.2
835,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Carex sp.,3.32
836,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Cyperus sp.,0.4
837,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Koeleria cristata,8.62
838,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Lithospermum caroliniense,10.2
839,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Miscellaneous litter,17.82
840,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Panicum oligosanthes,0.1
841,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Panicum perlongum,0.9
842,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Poa pratensis,6.9
843,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Rosa arkansana,64.6
844,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Sorghastrum nutans,16.1
845,2019,8/22/19,E245,31,East,NA,SoilDrenchFungicide,NA,n,Viola pedatifida,0.44
846,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Ambrosia coronopifolia,24.36
847,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Bouteloua gracilis,0.03
848,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Carex sp.,24.74
849,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Cyperus sp.,1.8
850,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Koeleria cristata,3.42
851,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Miscellaneous litter,73.42
852,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Panicum oligosanthes,4.08
853,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Panicum perlongum,7.46
854,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Poa pratensis,15.42
855,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Rosa arkansana,4.7
856,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Solidago nemoralis,14.12
857,2019,8/22/19,E245,31,West,NA,SoilDrenchFungicide,NA,y,Sorghastrum nutans,12.56
858,2019,8/22/19,E245,32,East,NA,Control,NA,n,Ambrosia coronopifolia,0.88
859,2019,8/22/19,E245,32,East,NA,Control,NA,n,Carex sp.,0.4
860,2019,8/22/19,E245,32,East,NA,Control,NA,n,Cyperus sp.,0.56
861,2019,8/22/19,E245,32,East,NA,Control,NA,n,Koeleria cristata,2.92
862,2019,8/22/19,E245,32,East,NA,Control,NA,n,Miscellaneous litter,31.62
863,2019,8/22/19,E245,32,East,NA,Control,NA,n,Panicum perlongum,4.04
864,2019,8/22/19,E245,32,East,NA,Control,NA,n,Poa pratensis,0.42
865,2019,8/22/19,E245,32,East,NA,Control,NA,n,Solidago rigida,0.82
866,2019,8/22/19,E245,32,East,NA,Control,NA,n,Sorghastrum nutans,13.34
867,2019,8/22/19,E245,32,West,NA,Control,NA,y,Ambrosia coronopifolia,16.16
868,2019,8/22/19,E245,32,West,NA,Control,NA,y,Carex sp.,2.26
869,2019,8/22/19,E245,32,West,NA,Control,NA,y,Cyperus sp.,15.7
870,2019,8/22/19,E245,32,West,NA,Control,NA,y,Koeleria cristata,13.18
871,2019,8/22/19,E245,32,West,NA,Control,NA,y,Lespedeza capitata,0.03
872,2019,8/22/19,E245,32,West,NA,Control,NA,y,Liatris aspera,0.04
873,2019,8/22/19,E245,32,West,NA,Control,NA,y,Miscellaneous litter,72.18
874,2019,8/22/19,E245,32,West,NA,Control,NA,y,Panicum oligosanthes,0.16
875,2019,8/22/19,E245,32,West,NA,Control,NA,y,Panicum perlongum,4.16
876,2019,8/22/19,E245,32,West,NA,Control,NA,y,Poa pratensis,5.1
877,2019,8/22/19,E245,32,West,NA,Control,NA,y,Solidago rigida,1.26
878,2019,8/22/19,E245,32,West,NA,Control,NA,y,Sorghastrum nutans,35.58
879,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Ambrosia coronopifolia,0.54
880,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Carex sp.,0.98
881,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Cyperus sp.,0.86
882,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Eragrostis spectabilis,4.58
883,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Koeleria cristata,5.14
884,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Lespedeza capitata,0.1
885,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Miscellaneous litter,62.34
886,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Poa pratensis,0.52
887,2019,8/30/19,E245,33,East,NA,Fenced,NA,n,Sorghastrum nutans,24.82
888,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Ambrosia coronopifolia,4.82
889,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Bouteloua gracilis,0.12
890,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Cyperus sp.,7
891,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Erigeron canadensis,0.48
892,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Koeleria cristata,23.48
893,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Lespedeza capitata,12.36
894,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,miscellaneous litter,63.68
895,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Poa pratensis,0.22
896,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Polygala polygama,0.4
897,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Rhus glabra,3.26
898,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Solidago nemoralis,43.06
899,2019,8/22/19,E245,33,West,NA,Fenced,NA,y,Sorghastrum nutans,18.56
900,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Ambrosia coronopifolia,1.04
901,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Carex sp.,4.76
902,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Cyperus sp.,1.48
903,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Koeleria cristata,4.14
904,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Lespedeza capitata,3.24
905,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Miscellaneous litter,79.86
906,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Physalis virginiana,0.25
907,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Poa pratensis,4.12
908,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Rosa arkansana,9.1
909,2019,8/22/19,E245,34,East,NA,AllPesticides,NA,n,Sorghastrum nutans,28.8
910,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Agrostis scabra,0.88
911,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Ambrosia coronopifolia,6.04
912,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Carex sp.,25.36
913,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Cyperus sp.,0.44
914,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Koeleria cristata,8.16
915,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Lespedeza capitata,0.1
916,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Miscellaneous litter,73.78
917,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Panicum oligosanthes,1.18
918,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Panicum perlongum,11.78
919,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Physalis virginiana,0.36
920,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Poa pratensis,15.72
921,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Rosa arkansana,37.96
922,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Solidago nemoralis,15.36
923,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Sorghastrum nutans,24.32
924,2019,8/22/19,E245,34,West,NA,AllPesticides,NA,y,Viola petatifida,0.02
925,2019,8/22/19,E245,35,East,NA,Insecticide,NA,n,Ambrosia coronopifolia,1.5
926,2019,8/22/19,E245,35,East,NA,Insecticide,NA,n,Carex sp.,3.18
927,2019,8/22/19,E245,35,East,NA,Insecticide,NA,n,Cyperus sp.,1.4
928,2019,8/22/19,E245,35,East,NA,Insecticide,NA,n,Koeleria cristata,6.26
